Level,Date and Time,Source,Event ID,Task Category,Description
Information,12/3/2023 2:21:53 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:21:53.132
ProcessGuid: {b5ad183e-fe53-656c-5501-000000000600}
ProcessId: 1308
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
Information,12/3/2023 2:19:20 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:20.003
ProcessGuid: {b5ad183e-fee7-656c-7401-000000000600}
ProcessId: 9068
Image: C:\Windows\System32\conhost.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:20 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:20.003
ProcessGuid: {b5ad183e-fee7-656c-7301-000000000600}
ProcessId: 9048
Image: C:\Program Files\Mozilla Firefox\pingsender.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:19.734
ProcessGuid: {b5ad183e-fe75-656c-5901-000000000600}
ProcessId: 6236
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:19.705
ProcessGuid: {b5ad183e-fe76-656c-5a01-000000000600}
ProcessId: 3012
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:19.705
ProcessGuid: {b5ad183e-fe76-656c-5b01-000000000600}
ProcessId: 2176
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-12-03 22:19:19.696
ProcessGuid: {b5ad183e-fee7-656c-7401-000000000600}
ProcessId: 9068
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.2546 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\Windows
User: WINDOWS102\vboxuser
LogonGuid: {b5ad183e-fc01-656c-f63a-030000000000}
LogonId: 0x33AF6
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
ParentProcessGuid: {b5ad183e-fee7-656c-7301-000000000600}
ParentProcessId: 9048
ParentImage: C:\Program Files\Mozilla Firefox\pingsender.exe
ParentCommandLine: ""C:\Program Files\Mozilla Firefox\pingsender.exe"" https://incoming.telemetry.mozilla.org/submit/telemetry/aebffd53-3546-4f91-bac5-c0aae92aaa26/event/Firefox/120.0.1/release/20231129155202?v=4 C:\Users\vboxuser\AppData\Roaming\Mozilla\Firefox\Profiles\cqi87y5c.default-release\saved-telemetry-pings\aebffd53-3546-4f91-bac5-c0aae92aaa26 https://incoming.telemetry.mozilla.org/submit/telemetry/c0123738-5fa0-4c85-a2ad-13f2d8b36808/main/Firefox/120.0.1/release/20231129155202?v=4 C:\Users\vboxuser\AppData\Roaming\Mozilla\Firefox\Profiles\cqi87y5c.default-release\saved-telemetry-pings\c0123738-5fa0-4c85-a2ad-13f2d8b36808
ParentUser: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:19.675
ProcessGuid: {b5ad183e-fe78-656c-6401-000000000600}
ProcessId: 8452
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-12-03 22:19:19.663
ProcessGuid: {b5ad183e-fee7-656c-7301-000000000600}
ProcessId: 9048
Image: C:\Program Files\Mozilla Firefox\pingsender.exe
FileVersion: 120.0.1
Description: -
Product: Firefox
Company: Mozilla Foundation
OriginalFileName: pingsender.exe
CommandLine: ""C:\Program Files\Mozilla Firefox\pingsender.exe"" https://incoming.telemetry.mozilla.org/submit/telemetry/aebffd53-3546-4f91-bac5-c0aae92aaa26/event/Firefox/120.0.1/release/20231129155202?v=4 C:\Users\vboxuser\AppData\Roaming\Mozilla\Firefox\Profiles\cqi87y5c.default-release\saved-telemetry-pings\aebffd53-3546-4f91-bac5-c0aae92aaa26 https://incoming.telemetry.mozilla.org/submit/telemetry/c0123738-5fa0-4c85-a2ad-13f2d8b36808/main/Firefox/120.0.1/release/20231129155202?v=4 C:\Users\vboxuser\AppData\Roaming\Mozilla\Firefox\Profiles\cqi87y5c.default-release\saved-telemetry-pings\c0123738-5fa0-4c85-a2ad-13f2d8b36808
CurrentDirectory: C:\Program Files\Mozilla Firefox\
User: WINDOWS102\vboxuser
LogonGuid: {b5ad183e-fc01-656c-f63a-030000000000}
LogonId: 0x33AF6
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=C7245E8A6B1F99C77D674BAE11E19465F5615892D60B55B1A9AA4C872EC4747F
ParentProcessGuid: {b5ad183e-fe75-656c-5901-000000000600}
ParentProcessId: 6236
ParentImage: C:\Program Files\Mozilla Firefox\firefox.exe
ParentCommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe""
ParentUser: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:19.027
ProcessGuid: {b5ad183e-fed6-656c-7201-000000000600}
ProcessId: 7308
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:19.027
ProcessGuid: {b5ad183e-fea4-656c-7001-000000000600}
ProcessId: 1692
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:19.027
ProcessGuid: {b5ad183e-fe76-656c-5c01-000000000600}
ProcessId: 5292
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:19 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:19.027
ProcessGuid: {b5ad183e-feae-656c-7101-000000000600}
ProcessId: 7936
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:18 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:18.984
ProcessGuid: {b5ad183e-fe81-656c-6c01-000000000600}
ProcessId: 8868
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:18 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:18.976
ProcessGuid: {b5ad183e-fe76-656c-5f01-000000000600}
ProcessId: 7512
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:09 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:09.477
ProcessGuid: {b5ad183e-fdaf-656c-1401-000000000600}
ProcessId: 5880
Image: C:\Windows\System32\msiexec.exe
User: NT AUTHORITY\SYSTEM"
Information,12/3/2023 2:19:02 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-12-03 22:19:02.073
ProcessGuid: {b5ad183e-fed6-656c-7201-000000000600}
ProcessId: 7308
Image: C:\Program Files\Mozilla Firefox\firefox.exe
FileVersion: 120.0.1
Description: Firefox
Product: Firefox
Company: Mozilla Corporation
OriginalFileName: firefox.exe
CommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=5804 -childID 9 -isForBrowser -prefsHandle 5856 -prefMapHandle 5808 -prefsLen 30059 -prefMapSize 240655 -jsInitHandle 1280 -jsInitLen 228948 -parentBuildID 20231129155202 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - {309fed7e-9926-4dc6-9aec-0a172b38804a} 6236 ""\\.\pipe\gecko-crash-server-pipe.6236"" 1fd0aadca10 tab
CurrentDirectory: C:\Program Files\Mozilla Firefox\
User: WINDOWS102\vboxuser
LogonGuid: {b5ad183e-fc01-656c-f63a-030000000000}
LogonId: 0x33AF6
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=69159A3F7F48BC897F5E99101DA22E6C3DF604D2200D584F08E0D778B554F1C4
ParentProcessGuid: {b5ad183e-fe75-656c-5901-000000000600}
ParentProcessId: 6236
ParentImage: C:\Program Files\Mozilla Firefox\firefox.exe
ParentCommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe""
ParentUser: WINDOWS102\vboxuser"
Information,12/3/2023 2:19:01 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:01.049
ProcessGuid: {b5ad183e-fe00-656c-2101-000000000600}
ProcessId: 4936
Image: C:\Windows\System32\SearchFilterHost.exe
User: NT AUTHORITY\SYSTEM"
Information,12/3/2023 2:19:01 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:19:01.031
ProcessGuid: {b5ad183e-fdf0-656c-2001-000000000600}
ProcessId: 5284
Image: C:\Windows\System32\SearchProtocolHost.exe
User: NT AUTHORITY\SYSTEM"
Information,12/3/2023 2:18:32 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:32.754
ProcessGuid: {b5ad183e-fe76-656c-5e01-000000000600}
ProcessId: 2528
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:32 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:32.743
ProcessGuid: {b5ad183e-fe76-656c-5d01-000000000600}
ProcessId: 3920
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:32 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:32.710
ProcessGuid: {b5ad183e-fe78-656c-6801-000000000600}
ProcessId: 8488
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:32 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:32.706
ProcessGuid: {b5ad183e-fe77-656c-6001-000000000600}
ProcessId: 8204
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:32 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:32.702
ProcessGuid: {b5ad183e-fe82-656c-6e01-000000000600}
ProcessId: 9172
Image: C:\Program Files (x86)\Microsoft\Edge\Application\92.0.902.67\identity_helper.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:32 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:32.702
ProcessGuid: {b5ad183e-fe77-656c-6201-000000000600}
ProcessId: 8244
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:32 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:32.688
ProcessGuid: {b5ad183e-fe77-656c-6101-000000000600}
ProcessId: 8212
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:32 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:32.535
ProcessGuid: {b5ad183e-fe8b-656c-6f01-000000000600}
ProcessId: 7732
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:29 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:29.569
ProcessGuid: {b5ad183e-fe1e-656c-2e01-000000000600}
ProcessId: 2568
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
Information,12/3/2023 2:18:22 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:22.903
ProcessGuid: {b5ad183e-fe78-656c-6701-000000000600}
ProcessId: 8480
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:22 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:22.896
ProcessGuid: {b5ad183e-fe78-656c-6501-000000000600}
ProcessId: 8460
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:22 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-12-03 22:18:22.554
ProcessGuid: {b5ad183e-feae-656c-7101-000000000600}
ProcessId: 7936
Image: C:\Program Files\Mozilla Firefox\firefox.exe
FileVersion: 120.0.1
Description: Firefox
Product: Firefox
Company: Mozilla Corporation
OriginalFileName: firefox.exe
CommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=6384 -childID 8 -isForBrowser -prefsHandle 5852 -prefMapHandle 5180 -prefsLen 30059 -prefMapSize 240655 -jsInitHandle 1280 -jsInitLen 228948 -parentBuildID 20231129155202 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - {f01f796d-73b2-4372-9e64-1e95a40f1cf7} 6236 ""\\.\pipe\gecko-crash-server-pipe.6236"" 1fd04ba0bd0 tab
CurrentDirectory: C:\Program Files\Mozilla Firefox\
User: WINDOWS102\vboxuser
LogonGuid: {b5ad183e-fc01-656c-f63a-030000000000}
LogonId: 0x33AF6
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=69159A3F7F48BC897F5E99101DA22E6C3DF604D2200D584F08E0D778B554F1C4
ParentProcessGuid: {b5ad183e-fe75-656c-5901-000000000600}
ParentProcessId: 6236
ParentImage: C:\Program Files\Mozilla Firefox\firefox.exe
ParentCommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe""
ParentUser: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:21 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:21.711
ProcessGuid: {b5ad183e-fe78-656c-6901-000000000600}
ProcessId: 8560
Image: C:\Program Files\Mozilla Firefox\firefox.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:17 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:17.126
ProcessGuid: {b5ad183e-fe2b-656c-4c01-000000000600}
ProcessId: 5836
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
Information,12/3/2023 2:18:12 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-12-03 22:18:12.226
ProcessGuid: {b5ad183e-fea4-656c-7001-000000000600}
ProcessId: 1692
Image: C:\Program Files\Mozilla Firefox\firefox.exe
FileVersion: 120.0.1
Description: Firefox
Product: Firefox
Company: Mozilla Corporation
OriginalFileName: firefox.exe
CommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=5720 -childID 7 -isForBrowser -prefsHandle 6160 -prefMapHandle 6528 -prefsLen 29772 -prefMapSize 240655 -jsInitHandle 1280 -jsInitLen 228948 -parentBuildID 20231129155202 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - {07f3fbd8-de5f-479f-b85e-e0909df9df66} 6236 ""\\.\pipe\gecko-crash-server-pipe.6236"" 1fd074e8f50 tab
CurrentDirectory: C:\Program Files\Mozilla Firefox\
User: WINDOWS102\vboxuser
LogonGuid: {b5ad183e-fc01-656c-f63a-030000000000}
LogonId: 0x33AF6
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=69159A3F7F48BC897F5E99101DA22E6C3DF604D2200D584F08E0D778B554F1C4
ParentProcessGuid: {b5ad183e-fe75-656c-5901-000000000600}
ParentProcessId: 6236
ParentImage: C:\Program Files\Mozilla Firefox\firefox.exe
ParentCommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe""
ParentUser: WINDOWS102\vboxuser"
Information,12/3/2023 2:18:09 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:18:09.775
ProcessGuid: {b5ad183e-fe7a-656c-6b01-000000000600}
ProcessId: 9176
Image: C:\Windows\System32\RuntimeBroker.exe
User: WINDOWS102\vboxuser"
Information,12/3/2023 2:17:59 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-12-03 22:17:59.773
ProcessGuid: {b5ad183e-fe52-656c-5401-000000000600}
ProcessId: 2604
Image: C:\Windows\System32\sppsvc.exe
User: NT AUTHORITY\NETWORK SERVICE"
